unique_id,date,tag,sub_type,type,rating,cost,predicted_ctr
135246866606128,2022-06-26,Banner,Games,non-Native,PG-13,,
135246866606176,2022-12-19,InApp,Games,Native,PG-17,148,15.07
135246866606224,2022-12-03,Banner,Games,non-Native,PG-17,179,16.68
135246866606272,2022-08-13,Banner,Games,non-Native,PG-13,130,18.3
135246866606320,2022-09-15,InApp,Games,Native,PG-17,228,22.06
135246866606368,2022-12-04,Banner,Games,non-Native,,109,22.5
135246866606416,2022-06-15,InApp,Games,Native,PG-13,175,22.84
135246866606464,2022-11-11,Banner,Productivity,non-Native,PG-13,127,17.12
135246866606512,2022-10-30,InApp,Productivity,Native,PG-13,234,9.96
135246866606560,2022-07-29,Banner,Games,non-Native,PG-13,103,11.43
135246866606608,2022-12-27,InApp,Games,Native,PG-17,201,19.12
135246866606656,,InApp,Productivity,Native,PG-17,150,12.51
135246866606704,2022-08-30,InApp,Games,Native,PG-13,202,17.46
135246866606752,2022-06-18,Banner,Games,non-Native,PG-13,252,13.89
135246866606800,2022-11-29,Banner,Games,non-Native,PG-13,116,18.95
135246866606848,2022-10-20,InApp,Games,Native,PG-13,174,18.42
135246866606896,2022-05-29,InApp,Games,Native,PG-13,103,15.55
135246866606944,2022-11-26,InApp,Games,Native,PG-13,122,9.87
135246866606992,2022-11-05,Banner,Games,non-Native,PG-13,,
135246866607040,2022-07-25,Banner,Games,non-Native,PG-13,,
135246866607088,2022-09-14,Banner,Games,non-Native,PG-13,125,15.42
135246866607136,2022-12-22,Banner,Games,non-Native,PG-13,193,17.79
135246866607184,2022-09-12,Banner,Games,non-Native,PG-13,142,19.62
135246866607232,2022-11-09,Banner,Games,non-Native,PG-13,128,17.15
135246866607280,2022-10-07,Banner,Productivity,non-Native,PG-13,229,11.28
135246866607328,2022-08-01,InApp,Games,Native,PG-13,133,20.4
135246866607376,2022-07-28,InApp,Games,Native,PG-13,133,22.38
135246866607424,2022-06-24,Banner,Productivity,non-Native,PG-13,110,15.35
135246866607472,2022-11-04,Banner,Games,non-Native,PG-13,126,16.97
135246866607520,2022-05-05,Banner,Games,non-Native,,121,14.37
135246866607568,,Banner,Games,non-Native,PG-17,147,12.45
135246866607616,2022-07-27,InApp,Games,Native,R,161,14.27
135246866607664,2022-12-24,Banner,Productivity,non-Native,PG-13,214,12.2
135246866607712,2022-08-29,InApp,Games,Native,,102,17.91
135246866607760,2022-03-05,InApp,Productivity,Native,PG-13,101,18.62
135246866607808,2022-11-24,Banner,Games,non-Native,PG-17,140,23.6
135246866607856,2022-10-05,Banner,Games,non-Native,PG-17,,
135246866607904,2022-10-14,InApp,Games,Native,PG-13,127,20.89
135246866607952,2022-08-09,InApp,Games,Native,PG-13,123,23.21
135246866608000,2022-12-15,InApp,Games,Native,PG-13,134,18.36
135246866608048,2022-12-07,InApp,Games,Native,PG-13,137,14.72
135246866608096,2022-09-29,InApp,Productivity,Native,PG-13,116,17.32
135246866608144,,InApp,Games,Native,PG-13,146,20.22
135246866608192,2022-12-23,Banner,Productivity,non-Native,PG-13,206,9.55
135246866608240,2022-09-07,InApp,Games,Native,PG-13,106,13.7
135246866608288,2022-09-22,Banner,Games,non-Native,PG-13,,
135246866608336,2022-07-22,InApp,Games,Native,PG-17,183,13.09
135246866608384,2022-10-01,Banner,Games,non-Native,PG-13,105,14.01
135246866608432,2022-08-30,Banner,Games,non-Native,PG-17,,
135246866608480,2022-11-21,Banner,Games,non-Native,R,130,14.69
135246866608528,2022-11-14,InApp,Games,Native,PG-17,166,11.98
135246866608576,2022-05-02,InApp,Games,Native,PG-13,228,17.34
135246866608624,2022-11-04,Banner,Games,non-Native,PG-13,118,12.67
135246866608672,2022-11-10,InApp,Games,Native,PG-17,119,23.0
135246866608720,2022-08-22,InApp,Games,Native,PG-13,108,16.64
135246866608768,2022-12-16,InApp,Games,Native,PG-13,119,14.52
135246866608816,2022-12-18,Banner,Health,non-Native,PG-17,122,20.59
135246866608864,2022-09-28,InApp,Games,Native,PG-17,138,24.4
135246866608912,2022-12-13,Banner,Productivity,non-Native,PG-17,124,21.13
135246866608960,2022-11-12,InApp,Games,Native,PG-17,153,18.53
135246866609008,2022-10-30,InApp,Games,Native,PG-13,160,11.31
135246866609056,2022-10-29,Banner,Productivity,non-Native,PG-13,167,14.47
135246866609104,2022-12-25,InApp,Productivity,Native,PG-17,100,17.0
135246866609152,2022-11-27,Banner,Games,non-Native,PG-13,141,21.54
135246866609200,2022-10-30,InApp,Games,Native,PG-13,,
135246866609248,2022-08-10,Banner,Games,non-Native,PG-13,251,20.69
135246866609296,2022-10-04,InApp,Games,Native,,141,11.47
135246866609344,2022-08-04,InApp,Games,Native,PG-13,,
135246866609392,2022-12-22,InApp,Productivity,Native,PG-13,186,17.57
135246866609440,2022-11-24,Banner,Games,non-Native,PG-17,141,15.85
135246866609488,2022-08-21,InApp,Games,Native,PG-17,170,14.69
135246866609536,2022-12-31,InApp,Games,Native,PG-13,250,11.89
135246866609584,2022-08-23,Banner,Games,non-Native,PG-13,112,14.47
135246866609632,2022-10-07,Banner,Games,non-Native,PG-13,192,16.92
135246866609680,2022-10-19,InApp,Games,Native,PG-13,101,17.59
135246866609728,2022-12-24,Banner,Productivity,non-Native,PG-13,108,24.1
135246866609776,2022-12-21,InApp,Games,Native,PG-17,135,15.14
135246866609824,2022-11-17,Banner,Productivity,non-Native,PG-17,191,18.14
135246866609872,2022-06-27,InApp,Productivity,Native,PG-17,148,20.29
135246866609920,2022-04-23,Banner,Productivity,non-Native,PG-17,172,22.85
135246866609968,2022-10-27,Banner,Games,non-Native,PG-13,138,10.11
135246866610016,2022-11-25,InApp,Productivity,Native,,,
135246866610064,2022-12-28,Banner,Games,non-Native,PG-13,236,12.43
135246866610112,2022-12-16,Banner,Productivity,non-Native,PG-17,102,17.69
135246866610160,2022-06-03,InApp,Games,Native,PG-13,227,17.92
135246866610208,2022-12-26,Banner,Productivity,non-Native,PG-17,133,21.22
135246866610256,2022-12-29,Banner,Games,non-Native,PG-13,190,20.44
135246866610304,2022-07-19,Banner,Games,non-Native,PG-13,107,16.12
135246866610352,2022-11-11,InApp,Games,Native,PG-13,164,13.7
135246866610400,2022-12-01,Interstitial,Games,non-Native,PG-13,174,16.08
135246866610448,2022-05-26,Banner,Games,non-Native,PG-17,103,11.49
135246866610496,2022-12-31,Banner,Games,non-Native,PG-13,167,15.95
135246866610544,2022-11-16,InApp,Games,Native,PG-17,178,9.37
135246866610592,2022-11-25,Banner,Games,non-Native,PG-13,260,17.15
135246866610640,2022-11-22,Banner,Games,non-Native,PG-13,152,15.96
135246866610688,2022-10-25,InApp,Games,Native,PG-17,139,19.34
135246866610736,2022-08-25,Banner,Games,non-Native,PG-13,126,15.36
135246866610784,2022-10-10,Banner,Games,non-Native,PG-17,136,18.32
135246866610832,2022-04-22,InApp,Productivity,Native,PG-13,229,20.29
135246866610880,2022-06-24,InApp,Games,Native,,166,10.66
135246866610928,2022-11-12,Banner,Games,non-Native,PG-13,101,22.42
135246866610976,2022-05-18,Banner,Games,non-Native,PG-17,,
135246866611024,2022-06-12,InApp,Productivity,Native,PG-17,156,11.95
135246866611072,2022-08-10,InApp,Games,Native,PG-13,120,9.29
135246866611120,,Banner,Productivity,non-Native,PG-13,105,18.5
135246866611168,2022-11-13,Banner,Productivity,non-Native,PG-17,127,13.71
135246866611216,2022-12-29,Banner,Games,non-Native,PG-13,101,12.56
135246866611264,2022-11-26,InApp,Games,Native,PG-13,119,17.71
135246866611312,2022-05-10,InApp,Games,Native,PG-13,228,12.78
135246866611360,2022-06-20,InApp,Games,Native,PG-13,167,19.86
135246866611408,2022-12-09,Banner,Productivity,non-Native,PG-13,100,22.68
135246866611456,2022-12-02,InApp,Productivity,Native,PG-17,211,16.08
135246866611504,2022-12-01,InApp,Games,Native,PG-17,159,22.08
135246866611552,2022-12-12,Banner,Games,non-Native,PG-13,,
135246866611600,2022-06-21,InApp,Games,Native,PG-17,133,21.25
135246866611648,2022-10-26,Banner,Games,non-Native,PG-13,109,14.0
135246866611696,2022-12-02,Banner,Games,non-Native,PG-17,114,11.39
135246866611744,2023-01-01,InApp,Games,Native,PG-17,123,19.2
135246866611792,2022-10-03,InApp,Games,Native,PG-13,119,18.09
135246866611840,2022-09-20,InApp,Games,Native,PG-17,161,16.93
135246866611888,2022-09-28,Banner,Games,non-Native,R,131,21.15
135246866611936,2022-12-14,InApp,Games,Native,PG-13,104,19.65
135246866611984,,InApp,Productivity,Native,PG-13,212,18.9
135246866612032,2022-07-30,Banner,Games,non-Native,PG-13,105,16.57
135246866612080,2022-10-27,InApp,Games,Native,PG-17,227,23.03
135246866612128,2022-07-14,Banner,Games,non-Native,PG-17,,
135246866612176,2022-12-25,InApp,Games,Native,PG-13,152,14.47
135246873561120,2022-08-19,Banner,Games,non-Native,PG-13,195,12.42
135246873561408,2022-11-01,Banner,Productivity,non-Native,PG-13,118,16.54
135246873561360,2022-09-30,InApp,Productivity,Native,PG-17,122,22.83
135246873561504,2022-12-16,Banner,Games,non-Native,PG-17,142,19.3
135246873561600,2022-09-02,InApp,Games,Native,PG-13,141,10.54
135246873561648,2022-11-01,Interstitial,Productivity,non-Native,PG-13,150,14.55
135246873560592,2022-11-16,InApp,Games,Native,PG-17,134,13.46
135246873561072,2022-06-21,InApp,Productivity,Native,PG-17,190,18.09
135246873561024,,Banner,Productivity,non-Native,PG-13,184,22.39
135246873559584,2022-11-14,Banner,Games,non-Native,PG-17,138,19.84
135246873560256,2022-12-26,InApp,Productivity,Native,PG-13,153,15.96
135246873561696,2022-11-05,InApp,Productivity,Native,PG-17,189,14.39
135246873560208,2022-08-27,Banner,Productivity,non-Native,PG-13,106,14.66
135246873560688,2022-10-12,InApp,Games,Native,PG-17,122,20.26
135246873560400,2022-09-06,Banner,Games,non-Native,PG-17,,
135246873560304,2022-12-15,InApp,Games,Native,PG-13,101,19.17
135246873559344,2022-07-11,Banner,Productivity,non-Native,PG-13,123,12.82
135246873559104,2022-08-21,InApp,Games,Native,PG-13,253,19.72
135246873559152,2022-10-21,InApp,Games,Native,PG-17,163,21.45
135246873559200,2022-12-13,Banner,Games,non-Native,PG-13,144,12.88
135246873559248,2022-08-02,Banner,Games,non-Native,PG-17,110,15.47
135246873559296,2022-12-29,InApp,Games,Native,PG-17,156,18.29
135246873559392,2022-10-28,Interstitial,Games,non-Native,PG-13,233,15.91
135246873559440,2022-09-05,InApp,Games,Native,PG-13,144,13.33
135246873559488,2022-09-25,InApp,Games,Native,PG-17,172,16.77
135246873559536,2022-12-23,InApp,Games,Native,PG-13,102,18.81
135246873559824,2022-11-04,Interstitial,Productivity,non-Native,PG-17,191,16.1
135246873559920,2022-11-27,Banner,Games,non-Native,PG-13,106,14.23
135246873559968,2022-05-17,Banner,Productivity,non-Native,PG-17,113,11.86
135246873560016,2022-07-24,Banner,Games,non-Native,,104,14.34
135246873560064,2022-10-10,Banner,Games,non-Native,PG-17,176,13.33
135246873559776,,Interstitial,Games,non-Native,PG-13,183,22.17
135246873559872,2022-06-18,Banner,Games,non-Native,PG-13,101,17.61
135246873559728,2022-11-16,InApp,Games,Native,PG-13,224,15.1
135246873559632,2022-05-12,InApp,Games,Native,PG-17,108,15.21
135246873559680,2022-09-06,InApp,Games,Native,PG-17,184,9.06
135246873561168,2022-06-18,InApp,Games,Native,PG-17,199,13.72
135246873561312,2022-12-30,Banner,Games,non-Native,PG-17,129,11.41
135246873561264,2022-12-17,Banner,Productivity,non-Native,PG-13,120,19.55
135246873561216,2022-04-02,InApp,Games,Native,PG-13,157,17.18
135246873561552,2022-11-30,Banner,Games,non-Native,,137,21.07
135246873560112,2022-12-24,InApp,Games,Native,PG-17,143,13.3
135246873560496,2022-12-07,Banner,Games,non-Native,PG-13,191,13.16
135246873560544,2022-09-10,InApp,Games,Native,PG-17,157,15.2
135246873560448,2022-08-27,InApp,Games,Native,PG-13,103,16.83
135246873561792,2022-11-21,InApp,Games,Native,PG-17,104,20.17
135246873561840,,InApp,Games,Native,PG-13,,
135246873560352,2022-10-03,InApp,Productivity,Native,PG-13,,
135246873561456,2022-10-06,InApp,Games,Native,PG-13,186,17.05
135246873561744,2022-12-23,InApp,Games,Native,PG-13,129,16.53
135246873560640,2022-11-13,Banner,Games,non-Native,PG-17,,
135246873560736,2022-07-06,Banner,Productivity,non-Native,PG-13,118,10.21
135246873560784,2022-11-03,Banner,Games,non-Native,PG-13,113,15.61
135246873560832,2022-06-14,Banner,Productivity,non-Native,PG-17,107,21.07
135246873560880,2022-11-20,Banner,Games,non-Native,PG-17,113,13.61
135246873560928,2022-11-02,Banner,Games,non-Native,PG-17,195,16.11
135246873560976,2022-05-03,Banner,Games,non-Native,PG-13,172,14.97
135246873561888,2022-08-20,InApp,Games,Native,PG-13,128,24.45
135246873561936,2022-06-04,Banner,Games,non-Native,PG-13,172,18.51
135246873561984,2022-09-14,InApp,Games,Native,PG-17,,
135246873562032,2022-04-26,InApp,Games,Native,PG-17,142,16.52
135246873562080,,InApp,Games,Native,PG-13,118,23.2
135246873562128,2022-09-19,Banner,Productivity,non-Native,PG-17,161,16.5
135246873562176,2022-11-11,InApp,Productivity,Native,PG-13,195,16.53
135246873562224,2022-09-19,InApp,Games,Native,PG-17,176,13.48
135246873562272,2022-10-08,InApp,Games,Native,PG-17,150,23.36
